,,Unemployment,,Poverty,,Working Poor,,FT Work Access,,Rent Burden,,Homeownership,,Income,
,,BABS,HS,BABS,HS,BABS,BABS,BABS,HS,BABS,HS,BABS,HS,BABS,HS
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",New York,0,0.337252907071537,1.25499468587624,1.95954709405713,2.95534803119284,4.33988284804368,1.00154012224323,1.05685123486171,0,1.00723231141482,6.06623891720178,2.6128771838767,0.771002031327007,0.754615651650827
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",New York,0.118019884764634,1.50520674078219,2.58184384254689,0.960032184082817,1.06340379986095,4.8816287336159,0.993630362447197,1.26928763470649,1.00266930301532,0.720077538932713,5.78778406690885,1.99210639210639,0.992520349967114,0.55567467677426
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",New York,0,1.89087799874296,0,1.33943080854256,0,3.80710486478845,0.975245837595311,0.944997133209687,#DIV/0!,0,3.44309098464819,6.09000283218622,1.12547860050586,0.684836214150443
"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",Mohawk Valley,0,6.78378359587785,0,2.58247066181069,0,2.96418539325843,0.449983169907501,0.709527682040558,0,1.38332405861621,2.52352134739054,1.59471290200457,0.978096231237696,0.607563731517646
"Onondaga County (Central)--Syracuse City (Outer) PUMA, New York",Central NY,0,0,9.39799407592488,2.23986249347564,12.9857997735727,13.0948029459014,0.778989264234437,1.26512514199861,4.58005617977528,0,3.11405656909201,2.20833459322097,0.646468056095221,0.359433367923571
"Onondaga County (Central)--Syracuse City PUMA, New York",Central NY,4.04141190370699,4.33432907400182,3.73433795751855,1.57872544067953,0,2.95214684810148,0.862294291046359,1.30691028775192,2.81130604347523,0.214979963247504,0.268970605343305,0.523778732809331,0.890189127520767,0.551399899038759
"Onondaga County (North) PUMA, New York",Central NY,0,0,0,1.22116861588332,0,3.2716918028649,1.13879224059864,1.02328660094815,#DIV/0!,0,7.85895170789164,3.23258930652883,0.838300127799315,0.714336317335177
"Ontario & Yates Counties PUMA, New York",Finger Lakes,0,0,0,0,0,0,1.20622450521227,1.06173620833074,0,0,3.06820284248591,2.33730758278535,0.690131196642803,0.303001070819038
"Orange County (Northeast)--Greater Newburgh City PUMA, New York",Mid-Hudson,0,0,0,0.382728665394108,#DIV/0!,1.04950345302305,0.975895643732557,0.910256464187828,0,1.31674110243287,8.22760469767077,2.24824157717614,0.671630309631673,0.570457434620676
"Orange County (Northwest) PUMA, New York",Mid-Hudson,0,0,0,1.10163985381489,0,0.703650693611456,1.18183001431732,1.15668322126877,0,0,7.0945620024681,4.55069138683631,0.596407395738981,0.686400165012522
"Orange County (Southeast) PUMA, New York",Mid-Hudson,0,0,0,0,0,0,1.12436644769382,1.23511487175474,0,0,3.15430075827174,4.38665779988878,1.60021577996076,0.779591147459215
"Oswego County PUMA, New York",Central NY,0,2.66766835240884,0,1.34087043521761,#DIV/0!,3.21833810888252,1.17243424955507,1.22008117586791,#DIV/0!,0,10.0429403202329,3.76074208588957,0.807320488619717,0.765649854806355
"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA; New York",Mohawk Valley,0,0,0,0,0,0,0.517404609723029,1.22916268399924,0,0,3.30667845957546,3.21213159591668,0.658997857772083,1.99854582192063
"Putnam County PUMA, New York",Mid-Hudson,2.51802785449844,0.978154825026511,55.0394571194571,6.93926763697956,48.5904765024816,15.063471664995,0.91300289192747,0.869335131124595,10.6752526815182,20.4782608695652,8.74850054847692,3.61161235658323,0.619122380544376,0.378709990162673
"Rensselaer County--Troy City PUMA, New York",Capital Region,6.27615789167829,0,4.5387578237843,0,21.5077527440786,0,0.739540802678775,1.24984680878511,1.56108777072138,#DIV/0!,0,3.77836347417079,0.562934473047871,0.909809801672934
"Rockland County (North)--New City & Congers PUMA, New York",Mid-Hudson,0,0,3.03240142442779,1.12128798342541,0,3.5129271413518,0.885315939591733,1.12446786317135,0,1.04681495937844,15.0781727230075,3.8890380935323,0.845055267361027,0.586036625236348
"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",Mid-Hudson,0,0,0,0.590654564123313,#DIV/0!,0,1.193583393855,1.1476304667538,7.19594594594595,1.42863346395227,5.19095814981665,4.54788005959611,0.827061801102924,1.36115568716786
"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA; New York",Mid-Hudson,0,1.94483784642202,2.0511676927457,0.56493377434115,18.7582796548371,0.886433925470002,1.1445398411444,1.290388461601,1.30644257703081,0.3658893843464,7.70914952365807,0.592734969861741,0.91379402757791,0.850388741235725
"Saratoga County (Outer) PUMA, New York",Capital Region,28.5767640389489,1.47958367440948,8.07132467148246,2.87647281267415,34.2328486950336,11.4804967858703,0.623178157287058,0.786638065411286,0,0,4.52212832759945,2.66813944990699,0.183436335132883,0.651613532893566
"Saratoga County (South & Central) PUMA, New York",Capital Region,7.25431828433952,0,0,0.884624476200709,0,4.90844551144645,0.838135165545098,0.66625581687838,0,2.20213731222906,2.46668536333124,1.52110154383037,1.26159039823692,0.76015629693599
"Schenectady County--Schenectady City PUMA, New York",Capital Region,0,0,4.08389687684399,2.343672763154,0,5.94010159446875,0.874136174087752,1.03434559119866,7.64909781576448,3.94444444444444,3.41317643920016,3.07307109695722,1.05173199031135,0.542149032951207
"St. Lawrence County PUMA, New York",North Country,#DIV/0!,0,0,0.602871781679422,0,0,1.22462581852198,1.04916841198365,#DIV/0!,2.57982654945386,5.17723156532988,2.86534997560668,0.530221841605062,0.936476920561167
"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA; New York",Southern Tier,#DIV/0!,0,0,0,#DIV/0!,0,0,1.21330033271119,#DIV/0!,#DIV/0!,11.8075517661389,4.21886709279259,#DIV/0!,0.620293522895034
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",Long Island,0.749725784076029,0,0,1.60746337103701,#DIV/0!,0,1.06036871401557,1.1134693474365,#DIV/0!,0,4.51957753194667,2.76142963637576,0.94496505137136,0.6996829924152
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",Long Island,0,2.13319084989147,2.02432343405974,0.901459628607897,#DIV/0!,9.78963100093527,1.07151103201352,0.406574025080534,0,0,7.37904023933436,8.0619217864195,1.58938751076771,0.745909904437786
"Suffolk County (Central)--Islip Town (East) PUMA, New York",Long Island,0,0,0,3.34889326412505,0,31.5709587474083,0.887415088054722,1.25960464963552,0,0.792936137345083,4.59791203360514,3.25830339430339,1.09940551110624,0.64234838074322
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",Long Island,#DIV/0!,0.127762857512138,0.455655809859155,1.05093696920251,1.01153114037158,3.51636155842725,0.879967574773174,0.970683789526423,#DIV/0!,0.761549611783785,6.41723004694836,2.35896703388341,0.665115376229998,0.885958160853071
"Suffolk County (East) PUMA, New York",Long Island,0,0,7.99608124069881,2.05563946362088,#DIV/0!,9.58076482711243,1.22838389926998,1.02307658982337,#DIV/0!,1.234821132681,8.46604938271605,1.1894622801387,0.491200119781261,0.543729231881751
"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",Long Island,5.94064669708391,0,2.93925265290259,3.51503659818465,#DIV/0!,0,0.667252242868413,0.790058166271648,0,#DIV/0!,9.94352574896035,8.10836316175743,0.947817776598765,2.02177833617921
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",Long Island,1.9256579513202,0,15.699863574352,0.715379634030418,138.028378378378,0,1.0666860170802,0.850766155076431,0,1.6819327664477,5.77329657975699,4.95721831223417,0.363736317612964,0.77087132416534
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",Long Island,0,2.32494364057142,0.810377606832607,4.13332975928805,5.86032441454128,7.21196061033731,1.17303863631604,1.20603133466839,#DIV/0!,#DIV/0!,23.9298669891173,11.5898922949462,0.807628879332376,0.603332307627005
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",Long Island,0.731260961628952,0,0,0,0,0,0.983104873468,1.25389172844335,0,0,16.7820277102896,16.219107794659,0.692417366775005,0.974148999998782
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",Long Island,1.55956154252509,0,4.87283096289599,0.694158407961959,8.42767295597484,0.852123164957132,0.864261363636364,1.18794080476171,1.01471334348047,0.400733560387739,8.35902878448919,4.5725620611439,0.33171905206606,0.77968463414442
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",Long Island,1.50501408450704,0.873823487558953,0,3.78433806146572,#DIV/0!,#DIV/0!,1.12564740004143,0.994101199228586,#DIV/0!,0,4.36939274582319,3.04227411353714,0.566061812566433,0.526562244341663
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",Long Island,0,0.739784946236559,0.697682021773956,4.3434453516006,0,15.3462252475248,1.07161823352235,1.08753801619582,0,5.65426486421821,8.75013614426624,4.55871304915891,0.662069194159895,0.587030137046516
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",Long Island,1.14642361799089,0,0,2.8728286823022,0,#DIV/0!,0.987711739412222,1.00382717278385,0,1.39800039727207,8.99135176490002,3.30105127204369,0.737869602990463,0.824217214603392
"Sullivan & Ulster (West) Counties PUMA, New York",Mid-Hudson,0,0,0.077064785796593,1.21284501855872,0.249877076048951,1.77127098890984,0.952435391745878,0.955615384431036,#DIV/0!,1.56978814500149,4.89108842208109,1.38592947171487,0.740134035211995,1.05133046050933
"Tompkins County PUMA, New York",Southern Tier,0,0,3.30820685616507,1.16250979060829,0.540641711229947,3.81681810253239,1.1181921535704,1.24871874350852,2.3488877800626,0,0.843268833735883,0.783781457983594,0.557397438370337,1.54345539557535
"Ulster County (East) PUMA, New York",Mid-Hudson,1.16059828884466,0,3.23097248400105,1.48120214348092,11.2769273899636,4.17871162074781,0.587912941953648,1.02884062811856,4.4689721060174,0.396352797291832,5.37230994056561,1.13772560523302,1.15298396339648,0.677710084057057
"Warren & Washington Counties PUMA, New York",Capital Region,0,0,0,0.892861337558396,0,12.1224018475751,1.21608471665713,0.208746937664459,#DIV/0!,#DIV/0!,8.03784403669725,3.94937280028878,0.414527986735104,0.283772471232566
"Wayne & Seneca Counties PUMA, New York",Finger Lakes,0,0,4.96855867594064,0,9.47374505628232,0,0.993975567579628,0.218655443136041,0,0,2.7104174601628,1.09367058344943,0.725892618567723,1.42511383096725
"Westchester County (Central)--White Plains City PUMA, New York",Mid-Hudson,1.04342657342657,2.02557652884815,2.62283562532664,3.04415387993989,9.74815559424868,47.8614600735048,1.16224167242204,1.04240083464317,2.64216640329951,2.03707030183207,3.39390324754369,1.23097457996729,0.594268387104637,0.52139881060865
"Westchester County (Northeast) PUMA, New York",Mid-Hudson,3.04341829416308,0,5.18494801919128,1.29144310823312,13.9382331378299,#DIV/0!,1.12203802932739,1.02020134527024,0,0.534001572327044,7.21897582833469,6.41527302195139,0.446236252275869,0.37800252218113
"Westchester County (Northwest) PUMA, New York",Mid-Hudson,1.48454955416624,1.44730435213928,3.11457793777202,0.64388069845253,1.85754801576544,1.54589791819568,0.998363511422252,1.04137115671352,0,0.908009293648189,5.5491498062082,1.2060696399011,0.665814824181806,0.339592295728443
"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",Mid-Hudson,2.83832848974729,3.990713353733,7.16829016762955,1.8479044714813,0,4.13103455667982,0.890868868361443,0.965807332403431,0.206179274909248,0.841607912320702,3.02561836360028,1.0447281608774,0.506490271896591,0.682320202415427
"Westchester County (Southeast) PUMA, New York",Mid-Hudson,1.15596021741313,2.05931349750166,0,0.906057668406662,0,#DIV/0!,1.11295972806107,1.0526510480184,0,0.670591731589107,3.46879701556123,0.88570870156816,0.627538740830874,0.739740031337483
"Westchester County (Southwest)--Yonkers City PUMA, New York",Mid-Hudson,0.601565158217081,1.31448828613786,0.24924552961901,1.83217093748538,0,5.28927569882098,0.932742457399582,1.02130509578137,0.459208635887081,1.30471760465899,2.20473810386592,1.20336740699777,0.89578137621744,0.825454825078215
