,Total RECODE2,,,,,,,,,BABS,,,,,,,,,HS,,,,,,,,,HSINC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,,,Part Time,,,Full Time,,,Total,,,Part Time,,,Full Time,,,Total,,,Part Time,,,Full Time,,,Total,,,Part Time,,,Full Time,,,,,,,,,,,,,,,,,,,,,,
null,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",6527,3206,3321,1291,506,785,5236,2700,2536,2939,951,1988,7,0,7,2932,951,1981,2605,1546,1059,1010,506,504,1595,1040,555,983,709,274,274,0,274,709,709,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Northwest)--Huntington Town (North) PUMA, New York",5359,3428,1931,1002,237,765,4357,3191,1166,1749,1245,504,300,69,231,1449,1176,273,2050,715,1335,702,168,534,1348,547,801,1560,1468,92,0,0,0,1560,1468,92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Northwest)--Huntington Town (South) PUMA, New York",4721,2497,2224,387,192,195,4334,2305,2029,1956,1189,767,192,192,0,1764,997,767,2295,975,1320,195,0,195,2100,975,1125,470,333,137,0,0,0,470,333,137,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",2314,843,1471,510,136,374,1804,707,1097,887,597,290,173,136,37,714,461,253,1181,246,935,91,0,91,1090,246,844,246,0,246,246,0,246,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (North Central)--Brookhaven Town (North) PUMA, New York",3870,2257,1613,1243,483,760,2627,1774,853,3194,1982,1212,957,483,474,2237,1499,738,676,275,401,286,0,286,390,275,115,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (East) PUMA, New York",6791,3689,3102,1471,17,1454,5320,3672,1648,1483,794,689,77,0,77,1406,794,612,3981,1981,2000,1353,17,1336,2628,1964,664,1327,914,413,41,0,41,1286,914,372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (South Central)--Brookhaven Town (South) PUMA, New York",4134,3225,909,443,120,323,3691,3105,586,975,535,440,229,120,109,746,415,331,2590,2121,469,214,0,214,2376,2121,255,569,569,0,0,0,0,569,569,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Central)--Brookhaven Town (Central) PUMA, New York",7865,4265,3600,1097,316,781,6768,3949,2819,2859,1115,1744,190,0,190,2669,1115,1554,4444,2588,1856,907,316,591,3537,2272,1265,562,562,0,0,0,0,562,562,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Central)--Brookhaven Town (West Central) PUMA, New York",4675,2700,1975,1534,1092,442,3141,1608,1533,1764,889,875,130,0,130,1634,889,745,2073,1585,488,1177,1092,85,896,493,403,838,226,612,227,0,227,611,226,385,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Central)--Islip Town (East) PUMA, New York",1211,718,493,279,81,198,932,637,295,540,318,222,154,81,73,386,237,149,592,321,271,125,0,125,467,321,146,79,79,0,0,0,0,79,79,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Central)--Islip Town (Northwest) PUMA, New York",19175,10600,8575,2849,1556,1293,16326,9044,7282,2869,874,1995,572,0,572,2297,874,1423,13391,7686,5705,2086,1556,530,11305,6130,5175,2915,2040,875,191,0,191,2724,2040,684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Southwest)--Islip Town (South) PUMA, New York",3980,2375,1605,279,0,279,3701,2375,1326,1281,890,391,129,0,129,1152,890,262,1654,840,814,150,0,150,1504,840,664,1045,645,400,0,0,0,1045,645,400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",4641,2473,2168,680,155,525,3961,2318,1643,1457,867,590,0,0,0,1457,867,590,2162,894,1268,615,155,460,1547,739,808,1022,712,310,65,0,65,957,712,245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",9404,4894,4510,2653,1193,1460,6751,3701,3050,2309,774,1535,325,176,149,1984,598,1386,5100,2699,2401,1452,416,1036,3648,2283,1365,1995,1421,574,876,601,275,1119,820,299,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA; New York",11584,5322,6262,1640,574,1066,9944,4748,5196,5491,2484,3007,413,300,113,5078,2184,2894,4824,2390,2434,928,274,654,3896,2116,1780,1269,448,821,299,0,299,970,448,522,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",6280,3438,2842,1367,246,1121,4913,3192,1721,2277,1056,1221,372,0,372,1905,1056,849,3543,1973,1570,807,109,698,2736,1864,872,460,409,51,188,137,51,272,272,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",8801,3786,5015,1582,46,1536,7219,3740,3479,3430,1382,2048,465,0,465,2965,1382,1583,4462,1834,2628,1117,46,1071,3345,1788,1557,909,570,339,0,0,0,909,570,339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",14171,7980,6191,1926,786,1140,12245,7194,5051,4572,2460,2112,556,128,428,4016,2332,1684,8633,4652,3981,1272,658,614,7361,3994,3367,966,868,98,98,0,98,868,868,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA; New York",13926,7100,6826,2512,543,1969,11414,6557,4857,2475,765,1710,354,57,297,2121,708,1413,9242,5176,4066,1152,210,942,8090,4966,3124,2209,1159,1050,1006,276,730,1203,883,320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA; New York",15974,9062,6912,3291,721,2570,12683,8341,4342,4438,3117,1321,719,482,237,3719,2635,1084,8653,4393,4260,1964,239,1725,6689,4154,2535,2883,1552,1331,608,0,608,2275,1552,723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA; New York",11771,6514,5257,1632,753,879,10139,5761,4378,2635,1857,778,149,0,149,2486,1857,629,6784,3588,3196,405,359,46,6379,3229,3150,2352,1069,1283,1078,394,684,1274,675,599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA; New York",15691,7847,7844,2729,527,2202,12962,7320,5642,4759,2528,2231,227,85,142,4532,2443,2089,8182,4447,3735,1310,442,868,6872,4005,2867,2750,872,1878,1192,0,1192,1558,872,686,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",13461,7699,5762,3068,1031,2037,10393,6668,3725,4112,2005,2107,843,280,563,3269,1725,1544,8071,5083,2988,1957,751,1206,6114,4332,1782,1278,611,667,268,0,268,1010,611,399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA; New York",12528,6533,5995,1713,482,1231,10815,6051,4764,2583,986,1597,254,0,254,2329,986,1343,7164,4129,3035,800,232,568,6364,3897,2467,2781,1418,1363,659,250,409,2122,1168,954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA; New York",25462,11429,14033,4823,1194,3629,20639,10235,10404,6559,2236,4323,1215,59,1156,5344,2177,3167,14774,6807,7967,2899,886,2013,11875,5921,5954,4129,2386,1743,709,249,460,3420,2137,1283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",13517,6327,7190,1667,475,1192,11850,5852,5998,5638,2904,2734,871,475,396,4767,2429,2338,5169,2364,2805,451,0,451,4718,2364,2354,2710,1059,1651,345,0,345,2365,1059,1306,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",8657,4861,3796,2166,1056,1110,6491,3805,2686,5163,2849,2314,877,396,481,4286,2453,1833,2116,785,1331,654,79,575,1462,706,756,1378,1227,151,635,581,54,743,646,97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 11--East Harlem PUMA, New York",12230,6002,6228,2373,571,1802,9857,5431,4426,4026,1929,2097,932,249,683,3094,1680,1414,5824,2907,2917,1009,219,790,4815,2688,2127,2380,1166,1214,432,103,329,1948,1063,885,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 8--Upper East Side PUMA, New York",19521,8675,10846,3083,0,3083,16438,8675,7763,18232,8238,9994,2524,0,2524,15708,8238,7470,1289,437,852,559,0,559,730,437,293,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 7--Upper West Side & West Side PUMA, New York",14370,6595,7775,2248,908,1340,12122,5687,6435,10550,4844,5706,1511,385,1126,9039,4459,4580,3705,1636,2069,737,523,214,2968,1113,1855,115,115,0,0,0,0,115,115,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA; New York",15549,8127,7422,1944,476,1468,13605,7651,5954,10929,6121,4808,1510,349,1161,9419,5772,3647,3374,1716,1658,434,127,307,2940,1589,1351,1246,290,956,0,0,0,1246,290,956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA; New York",7331,2137,5194,1055,0,1055,6276,2137,4139,6347,2137,4210,569,0,569,5778,2137,3641,716,0,716,218,0,218,498,0,498,268,0,268,268,0,268,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA, New York",8951,4557,4394,1484,737,747,7467,3820,3647,5586,2632,2954,598,177,421,4988,2455,2533,2801,1501,1300,841,515,326,1960,986,974,564,424,140,45,45,0,519,379,140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA; New York",15332,8344,6988,924,197,727,14408,8147,6261,13262,7254,6008,460,197,263,12802,7057,5745,1038,181,857,464,0,464,574,181,393,1032,909,123,0,0,0,1032,909,123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",13374,7942,5432,1408,481,927,11966,7461,4505,6448,3537,2911,357,88,269,6091,3449,2642,6524,4070,2454,994,336,658,5530,3734,1796,402,335,67,57,57,0,345,278,67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",15116,8667,6449,2241,879,1362,12875,7788,5087,6363,3238,3125,806,95,711,5557,3143,2414,7014,4377,2637,794,275,519,6220,4102,2118,1739,1052,687,641,509,132,1098,543,555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",15378,8937,6441,3132,1648,1484,12246,7289,4957,5597,2968,2629,865,363,502,4732,2605,2127,7206,4114,3092,1224,627,597,5982,3487,2495,2575,1855,720,1043,658,385,1532,1197,335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA, New York",10298,5738,4560,2434,1064,1370,7864,4674,3190,4907,2259,2648,1505,837,668,3402,1422,1980,4190,2572,1618,812,227,585,3378,2345,1033,1201,907,294,117,0,117,1084,907,177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 4--Bushwick PUMA, New York",8414,5391,3023,2243,883,1360,6171,4508,1663,1666,958,708,798,511,287,868,447,421,5011,3090,1921,1368,372,996,3643,2718,925,1737,1343,394,77,0,77,1660,1343,317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",5723,3928,1795,1535,717,818,4188,3211,977,2007,1367,640,393,0,393,1614,1367,247,3318,2227,1091,1078,717,361,2240,1510,730,398,334,64,64,0,64,334,334,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, New York",7217,3942,3275,1255,459,796,5962,3483,2479,4705,2212,2493,921,459,462,3784,1753,2031,2207,1730,477,240,0,240,1967,1730,237,305,0,305,94,0,94,211,0,211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA; New York",6746,3476,3270,572,44,528,6174,3432,2742,5487,2605,2882,409,0,409,5078,2605,2473,1058,670,388,119,0,119,939,670,269,201,201,0,44,44,0,157,157,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, New York",5671,2357,3314,1308,247,1061,4363,2110,2253,1884,682,1202,272,0,272,1612,682,930,2957,1380,1577,743,247,496,2214,1133,1081,830,295,535,293,0,293,537,295,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, New York",4108,2181,1927,816,117,699,3292,2064,1228,824,452,372,53,0,53,771,452,319,1608,730,878,561,29,532,1047,701,346,1676,999,677,202,88,114,1474,911,563,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, New York",11824,6196,5628,1537,889,648,10287,5307,4980,2034,646,1388,205,0,205,1829,646,1183,7259,3484,3775,603,160,443,6656,3324,3332,2531,2066,465,729,729,0,1802,1337,465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, New York",19410,9171,10239,3528,1044,2484,15882,8127,7755,7584,2995,4589,872,363,509,6712,2632,4080,9831,5129,4702,2656,681,1975,7175,4448,2727,1995,1047,948,0,0,0,1995,1047,948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",8745,3758,4987,1767,759,1008,6978,2999,3979,1958,385,1573,190,0,190,1768,385,1383,5348,2741,2607,1081,561,520,4267,2180,2087,1439,632,807,496,198,298,943,434,509,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA; New York",6989,3397,3592,818,312,506,6171,3085,3086,2019,485,1534,67,0,67,1952,485,1467,3724,1843,1881,650,211,439,3074,1632,1442,1246,1069,177,101,101,0,1145,968,177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, New York",19473,11730,7743,3116,1483,1633,16357,10247,6110,7296,4257,3039,887,294,593,6409,3963,2446,8488,5115,3373,1183,796,387,7305,4319,2986,3689,2358,1331,1046,393,653,2643,1965,678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, New York",18201,10609,7592,3708,1590,2118,14493,9019,5474,9393,5071,4322,1190,472,718,8203,4599,3604,7197,4115,3082,2356,956,1400,4841,3159,1682,1611,1423,188,162,162,0,1449,1261,188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA; New York",11987,7464,4523,4111,2023,2088,7876,5441,2435,4612,3023,1589,709,403,306,3903,2620,1283,5567,3024,2543,2830,1395,1435,2737,1629,1108,1808,1417,391,572,225,347,1236,1192,44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, New York",20968,10919,10049,4162,1838,2324,16806,9081,7725,8303,3166,5137,1694,599,1095,6609,2567,4042,9417,5612,3805,2059,1030,1029,7358,4582,2776,3248,2141,1107,409,209,200,2839,1932,907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA; New York",23964,12311,11653,3896,1960,1936,20068,10351,9717,13519,6394,7125,1255,643,612,12264,5751,6513,8714,4707,4007,1877,867,1010,6837,3840,2997,1731,1210,521,764,450,314,967,760,207,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, New York",29960,15204,14756,3316,1006,2310,26644,14198,12446,16130,7715,8415,1177,391,786,14953,7324,7629,10954,5407,5547,1664,482,1182,9290,4925,4365,2876,2082,794,475,133,342,2401,1949,452,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, New York",14019,7584,6435,1477,236,1241,12542,7348,5194,6862,3241,3621,315,45,270,6547,3196,3351,5470,2999,2471,913,155,758,4557,2844,1713,1687,1344,343,249,36,213,1438,1308,130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",32088,18365,13723,5254,1399,3855,26834,16966,9868,15000,7511,7489,1693,580,1113,13307,6931,6376,13829,8690,5139,2979,719,2260,10850,7971,2879,3259,2164,1095,582,100,482,2677,2064,613,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, New York",34719,21098,13621,5361,1389,3972,29358,19709,9649,8850,5146,3704,836,42,794,8014,5104,2910,17630,9859,7771,3706,940,2766,13924,8919,5005,8239,6093,2146,819,407,412,7420,5686,1734,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA; New York",36697,20378,16319,4765,1593,3172,31932,18785,13147,13575,7452,6123,1226,229,997,12349,7223,5126,20149,11257,8892,3120,1322,1798,17029,9935,7094,2973,1669,1304,419,42,377,2554,1627,927,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA; New York",19021,9713,9308,2347,818,1529,16674,8895,7779,10189,4891,5298,1141,356,785,9048,4535,4513,7452,3915,3537,1100,462,638,6352,3453,2899,1380,907,473,106,0,106,1274,907,367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",21987,13160,8827,2380,1079,1301,19607,12081,7526,7586,4190,3396,461,157,304,7125,4033,3092,12511,7644,4867,1631,742,889,10880,6902,3978,1890,1326,564,288,180,108,1602,1146,456,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",25300,12718,12582,4040,1863,2177,21260,10855,10405,11238,6079,5159,1274,640,634,9964,5439,4525,12386,5566,6820,2034,819,1215,10352,4747,5605,1676,1073,603,732,404,328,944,669,275,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, New York",36688,24236,12452,4475,1925,2550,32213,22311,9902,13824,9596,4228,1541,948,593,12283,8648,3635,18600,11537,7063,2499,747,1752,16101,10790,5311,4264,3103,1161,435,230,205,3829,2873,956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",22060,10562,11498,3767,716,3051,18293,9846,8447,13114,5912,7202,1626,327,1299,11488,5585,5903,7909,4037,3872,1959,389,1570,5950,3648,2302,1037,613,424,182,0,182,855,613,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, New York",30810,19097,11713,5054,2183,2871,25756,16914,8842,14130,8320,5810,1843,755,1088,12287,7565,4722,12957,8169,4788,2852,1290,1562,10105,6879,3226,3723,2608,1115,359,138,221,3364,2470,894,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA; New York",25124,13456,11668,3437,1037,2400,21687,12419,9268,8193,3311,4882,679,445,234,7514,2866,4648,14523,8679,5844,2297,503,1794,12226,8176,4050,2408,1466,942,461,89,372,1947,1377,570,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, New York",26344,14901,11443,4470,1166,3304,21874,13735,8139,7723,4102,3621,1646,405,1241,6077,3697,2380,15521,8479,7042,2566,545,2021,12955,7934,5021,3100,2320,780,258,216,42,2842,2104,738,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",16325,9906,6419,2675,1721,954,13650,8185,5465,5757,3420,2337,726,441,285,5031,2979,2052,7666,4718,2948,1637,968,669,6029,3750,2279,2902,1768,1134,312,312,0,2590,1456,1134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, New York",10677,6250,4427,1520,528,992,9157,5722,3435,4395,2615,1780,500,227,273,3895,2388,1507,5349,2790,2559,933,214,719,4416,2576,1840,933,845,88,87,87,0,846,758,88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",4903,2633,2270,1304,583,721,3599,2050,1549,2201,965,1236,181,0,181,2020,965,1055,2027,1170,857,1123,583,540,904,587,317,675,498,177,0,0,0,675,498,177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
